questId,title,detail,category,type
444,新兵装開発資材輸送を船団護衛せよ！,新兵装開発資材輸送護衛：「海上護衛任務」「資源輸送任務」「タンカー護衛任務」<br>「南西方面航空偵察作戦」「ボーキサイト輸送任務」遠征を実施、これを成功させよ！,4,5
938,改装航空巡洋艦「最上」、抜錨せよ！,旗艦に改装航空巡洋艦「最上改二(改二特含む)」を配備した精鋭艦隊で、南西諸島海域バシー海峡、<br>沖ノ島海域、西方海域カレー洋リランカ島沖、南方海域前面に展開、敵艦隊を撃滅せよ！,9,4
939,西村艦隊、精鋭先行掃討隊、前進せよ！,「最上改二(改二特含む)」旗艦、時雨・満潮・朝雲・山雲より2隻を配備した艦隊で、東部オリョール海、<br>中部北海域ピーコック島沖、タウイタウイ泊地沖深部、マラッカ海峡ペナン島沖深部の敵を撃滅せよ！,9,4
718,「最上型」改修工事を実施せよ！,"最上型近代化改修：鋼材1,100及び弾薬1,100を準備、「最上型」を近代化改修！<br>[軽巡級]x3隻同時使用で2回成功させよ！※任務達成後、準備資源は消費します。",7,4
719,続：「最上型」改修工事を実施せよ！,"最上型近代化改修：鋼材1,200及び弾薬1,200を準備、「最上型」を近代化改修！<br>[重巡級]x4隻同時使用で2回成功させよ！※任務達成後、準備資源は消費します。",7,4
942,【八周年限定】カタリナフェスティバル！,【八周年限定任務】旗艦に軽巡洋艦または「Fletcher」、随伴駆逐艦/海防艦計3隻以上配備の艦隊で、<br>南西諸島沖、製油所地帯沿岸、南西諸島防衛線、キス島沖に反復出撃！敵艦隊の撃破に努めよ！,9,4
943,新しき翼。改装航空母艦「龍鳳」、出撃せよ！,旗艦に「龍鳳改二(改二戊含む)」、随伴に「時雨改二」を編成した第一艦隊で南西諸島海域バシー海峡、<br>東部オリョール海、沖ノ島海域、沖ノ島沖、タウイタウイ泊地沖深部へ出撃。敵艦隊を捕捉撃滅せよ！,9,4
353,「巡洋艦戦隊」演習！,「重巡洋艦」または「航空巡洋艦」、旗艦を含む重巡級4隻による巡洋艦戦隊を基幹とし、<br>随伴駆逐艦2隻による計6隻編成の艦隊で、本日中に5回以上演習で勝利せよ！,3,5
944,鎮守府近海海域の哨戒を実施せよ！,旗艦に「重巡洋艦」または「駆逐艦」、随伴に「駆逐艦・海防艦」より旗艦含めず3隻以上(他自由)の<br>艦隊で、南西諸島沖、製油所地帯沿岸、南西諸島防衛線へ反復出撃！敵艦隊の撃破に努めよ！,9,5
1101,海軍工廠の再整備,"工廠整備：「12.7cm連装砲」x8廃棄、家具コインx4,000と「14cm単装砲」「20.3cm連装砲」各x4を<br>準備せよ！※任務達成後、用意した家具コイン及び必要装備(低改修値のもの優先)は消費します。",11,4
1102,工廠による装備兵装の強化準備,"「12cm単装砲」x7廃棄、燃料x2,400と「20.3cm連装砲」「35.6cm連装砲」各x5を準備せよ！<br>※任務達成後、用意した燃料及び必要装備(低改修値のもの優先)は消費します。",11,4
1103,潜水艦強化兵装の量産,「61cm三連装(酸素)魚雷」x3廃棄、開発資材x60と「九三式水中聴音機」「13号対空電探改」各x2を<br>準備せよ！　※任務達成後、用意した開発資材及び必要装備(低改修値のもの優先)は消費します。,11,5
1104,潜水艦電子兵装の量産,「13号対空電探改」x3廃棄、開発資材x100と「九三式水中聴音機」及び「22号対水上電探」各x2を<br>準備せよ！　※任務達成後、用意した開発資材及び必要装備(低改修値のもの優先)は消費します。,11,5
945,南西方面の兵站航路の安全を図れ！,旗艦に「軽巡・練巡・駆逐艦」、随伴に「駆逐艦・海防艦」より旗艦含めず3隻以上(他自由)の艦隊で、<br>反復出撃！鎮守府近海、南西諸島近海、鎮守府近海航路の安全確保と対潜掃蕩を図れ！,9,5
946,空母機動部隊、出撃！敵艦隊を迎撃せよ！,旗艦に「航空母艦」、随伴に「重巡洋艦・航空巡洋艦」から2隻以上(他自由)の機動部隊を編成。<br>バシー海峡、東部オリョール海、沖ノ島海域へ展開！敵艦隊主力を捕捉、これを撃滅せよ！,9,5
947,AL作戦,軽空母2隻を基幹とした艦隊を編成、北方海域モーレイ海、アルフォンシーノ方面、北方海域全域、<br>北方AL海域へ展開！AL方面へと至るこれらの北方海域で敵主力を積極攻撃、これを撃滅せよ！,9,5
948,機動部隊決戦,旗艦に「航空母艦」を編成した第一艦隊で、珊瑚諸島沖、サーモン海域北方、KW環礁沖海域へ<br>反復出撃、敵主力を撃滅！さらに中部北海域ピーコック島沖へも反復展開、敵戦力を撃破せよ！,9,5
354,「改装特務空母」任務部隊演習！,旗艦に「改装特務空母」、僚艦に「Fletcher級駆逐艦」または「John C.Butler級護衛駆逐艦」<br>計2隻以上を含む任務部隊を編成。同艦隊で、本日中に【S判定】勝利を4回以上達成せよ！,3,5
949,改装特務空母「Gambier Bay Mk.II」抜錨！,旗艦「Gambier Bay Mk.II」、僚艦に「Fletcher級駆逐艦」1隻以上を含む第一艦隊で、沖ノ島海域、<br>北方AL海域の敵艦隊を反復撃滅、中部北海域ピーコック島沖に反復展開、同地の敵を撃破せよ！,9,4
950,【夏季限定】「渚のマーメイド」作戦！,「第七駆逐隊」4隻、または「白露改二」「時雨改二」「村雨改二」「夕立改二」4隻を含む艦隊で、<br>夏の南西諸島防衛線、東部オリョール海、キス島沖に複数回出撃、敵艦隊を捕捉撃滅せよ！,9,4
1105,夏の格納庫整備＆航空基地整備,"九六式や一式陸攻等の陸上攻撃機x3廃棄、弾薬x2,800と「九七式艦攻」「天山」各x4を準備せよ！<br>※任務達成後、用意した弾薬及び必要装備(低改修値のもの優先)は消費します。",11,5
1106,精鋭三座水上偵察機隊の前線投入,"旗艦「由良改二」第一スロに最大改修「零式水上偵察機11型乙」。 「零式水上偵察機」「瑞雲」各x3<br>廃棄、燃料x1,300、ボーキ1,700、新型航空兵装資材x1、戦闘詳報x1、熟練搭乗員x3を準備せよ！",11,4
445,航空基地を整備拡張せよ！,航空基地整備：「海上護衛任務」「兵站強化任務」「タンカー護衛任務」「航空機輸送<br>作戦」「水上機基地建設」「水上機前線輸送」「ボーキサイト船団護衛」を実施せよ！,4,4
951,【夏季限定】「渚のシレーナ」欧州作戦！,伊駆逐、独駆逐、米駆逐、仏艦艇、「Littorio(Italia)」「U-511(呂500)」「Houston」「Gotland」<br>計5隻以上の艦隊で、夏のジャム島沖、リランカ島、カスガダマ島に反復出撃！敵を撃滅せよ！,9,4
446,【作戦準備】第一段階任務(対潜整備),作戦準備(第一段階任務)：「警備任務」「対潜警戒任務」「海上護衛任務」「海峡警備<br>行動」及び「兵站強化任務」各遠征を実施、これをそれぞれ1回以上成功させよ！,4,4
952,【作戦準備】第二段階任務(対地/対空整備),作戦準備(第二段階任務)：駆逐艦を3隻以上編成した艦隊で、製油所地帯沿岸、南西諸島防衛線、<br>南西諸島近海、南西諸島海域バシー海峡へ出撃、各作戦海域の敵を撃滅、制海権を確保せよ！,9,4
953,【地中海作戦】特務艦隊、遊撃部隊編成！,【地中海遊撃部隊編成】第一作戦海域において、敵前線兵站集積地(Point【F】及び【L】)を強襲！<br>さらにタラント方面よりマルタ島への輸送部隊を狙う敵戦艦戦隊を迎撃、これを撃破せよ！,9,4
954,【地中海作戦】地中海配備の敵戦力を叩け！,【地中海敵戦力の漸減】第一作戦海域、地中海配備の敵魚雷艇群(Point【H】及び【S】)を撃破！<br>さらに敵に占拠されたタラント軍港を強襲、地中海東部に展開した敵深海戦力の漸減を図れ！,9,4
955,【地中海拡張作戦】第10潜水戦隊作戦　(※難易度変更時は本作戦中止),【地中海拡張作戦】最終作戦海域において、潜水艦隊をもって、地中海敵水上艦隊(Point【T1】<br>及び【T4】)への反復潜水艦攻撃を敢行！地中海の敵水上艦隊の行動封じ込めを実施せよ！,9,4
956,【地中海拡張作戦】北アフリカ作戦　(※難易度変更時は本作戦中止),【地中海拡張(高難易度専用)作戦】最終作戦海域において北アフリカ敵拠点(Point【F】及び【W】)<br>への対地反復攻撃を敢行！今後の同方面作戦に備え、敵戦線後方の集積兵站拠点を撃滅せよ！,9,4
313,秋季大演習,秋季大演習：秋の一日中に「演習」で8回以上「勝利」をおさめ、艦隊のさらなる練度に努めよ！,3,4
447,海上輸送航路の護衛強化,海上輸送航路の護衛強化：「対潜警戒任務」「海上護衛任務」「タンカー護衛任務」<br>「兵站強化任務」「南西方面航空偵察作戦」遠征を実施、各１回以上成功させよ！,4,4
957,「山風改二」、抜錨せよ！,「山風改二/丁」を旗艦として、駆逐艦及び海防艦計3隻以上を編成した艦隊で、南西諸島沖、<br>製油所地帯沿岸、南西諸島防衛線、鎮守府近海へ出撃！近海に侵入した敵を撃滅せよ！,9,4
1107,【鋼材輸出】基地航空兵力を増備せよ！,"鋼材を輸出し、ボーキサイトを輸入、基地航空を増備せよ！「艦戦」「艦攻」系装備各x2ずつ廃棄、<br>鋼材24,000及び開発資材10を準備せよ！　※任務達成後、準備した資材は消費します。",11,5
958,改白露型駆逐艦「山風改二」、奮戦す！,「山風改二/丁」「江風改二」「海風改二」のうち2隻以上を含む艦隊で、南西諸島海域バシー海峡、<br>タウイタウイ泊地沖深部、南方海域前面、中部北海域ピーコック島沖へ出撃、敵戦力を撃滅せよ！,9,4
1108,調整改良型「水中探信儀」の増産,"旗艦「山風改二/丁」または「時雨改二」第一装備スロに最大改修「三式水中探信儀」。「九三式水中<br>聴音機」及び「三式水中探信儀」各x2廃棄。新型兵装資材x2、開発資材x30、ボーキ1,300を準備せよ！",11,4
355,精鋭「第十五駆逐隊」第一小隊演習！,旗艦に「黒潮改二」または「親潮改二」、そのいずれかを二番艦とする演習艦隊で、<br>本日中に【S判定】勝利を4回以上達成せよ！,3,5
959,「鎮守府秋刀魚祭り」発動準備！,軽巡(含む練習巡洋艦)・水上機母艦・特務艦を旗艦とした艦隊で、鎮守府正面海域、南西諸島沖、<br>製油所地帯沿岸、南西諸島防衛線、鎮守府近海を偵察！鎮守府海域周辺の安全を確保せよ！,9,4
961,奮戦！精鋭「第十五駆逐隊」第一小隊,第十五駆逐隊任務：「親潮改二」及び「黒潮改二」を配備した艦隊で、南西諸島海域沖ノ島海域、<br>南方海域サーモン海域、南西海域タウイタウイ泊地沖深部へ反復出撃。敵艦隊を捕捉撃滅せよ！,9,4
1109,上陸作戦支援用装備の配備,旗艦「神州丸」の第一装備スロットに最大改修「大発動艇(八九式中戦車＆陸戦隊)」を搭載。<br>「7.7mm機銃」「大発動艇」各x2廃棄。高速建造材x8、開発資材x10、鋼材800を準備せよ！,11,4
960,続：「鎮守府秋刀魚祭り」発動準備！,軽巡(含む練習巡洋艦)・潜水母艦・特務艦を旗艦とした艦隊で、北方海域モーレイ海、キス島沖、<br>アルフォンシーノ方面、北方海域全域、北方AL海域へ展開！北方海域での秋刀魚漁に備えよ！,9,4
866,秋刀魚漁：秋刀魚漁は好き…ですか？,帰ってきた秋刀魚祭り：艦隊を近海、北方海域、中部海域の秋刀魚漁漁場に展開、秋刀魚漁を支援、<br>新鮮な「秋刀魚」を5尾入手する作戦任務が発動しています。提督、秋刀魚漁は…好き…ですか？,8,4
867,秋刀魚漁：姉さんがいつも…すみませんっ！,帰ってきた秋刀魚祭り：提督、姉さんがいつも…すみませんっ！次は「秋刀魚」11尾確保みたいです！<br>はい、探照灯はもちろん、漁場を休ませることも大事ですね。別の漁場へも足を伸ばしてみましょう！,8,4
868,秋刀魚漁：テ・イ・ト・ク…大漁旗も、お願いします！,帰ってきた秋刀魚祭り：テ・イ・ト・ク？…提督？秋刀魚漁支援、大丈夫そう？ そうですか、良かった！<br>漁場の安全と制海権を確保して、すみません…少し大変ですが「秋刀魚」33尾確保、お願い致します！,8,4
1110,秋刀魚祭り限定任務：精鋭Swordfish配備！,"秋刀魚祭り限定任務：旗艦第一装備スロに最大改修「Swordfish Mk.II(熟練)」を搭載。「7.7mm機銃」<br>及び「瑞雲」各x2を廃棄。水揚げした「秋刀魚」13尾、開発資材x39、ボーキサイト1,300を準備せよ！",11,4
962,【Xmas限定】Merry Xmas 水雷戦隊！,Xmas限定任務：「時雨改二」「朝雲」「山雲」の3隻、または「那珂」「朧」「潮」の3隻を含む<br>艦隊で製油所地帯沿岸、南西諸島防衛線、バシー海峡に反復出撃！敵艦隊を撃滅せよ！,9,4
1111,精鋭「一式陸攻」隊の編成,精鋭陸攻隊の編成：野中隊長率いる精鋭陸攻隊の編成を行う！「一式陸攻 二二型甲」(最大改修)x1、<br>さらに「一式陸攻」x2、熟練搭乗員x3を準備せよ！(任務達成後、用意した必要装備は消滅します),11,4
963,【Xmas限定】Xmas海上護衛隊、抜錨！,Xmas限定任務：「択捉」「松輪」「佐渡」「福江」「第四号」「第三〇号」の海防艦4隻以上を含む<br>艦隊で鎮守府近海、鎮守府近海航路、ブルネイ泊地沖に反復出撃！海上護衛隊、抜錨せよ！,9,4
964,【Xmas限定】聖夜の翼、出撃せよ！,Xmas限定任務：「翔鶴」「瑞鶴」「速吸」の3隻、または「鈴谷」「熊野」「Gotland」の3隻を含む<br>艦隊で沖ノ島海域、北方AL海域、珊瑚諸島沖に反復出撃！敵艦隊を捕捉、これを撃滅せよ！,9,4
965,【Xmas拡張作戦】Xmas最終作戦、発動！,Xmas拡張作戦：「Sheffield」「Commandant Teste」「衣笠」「鹿島」「球磨」「酒匂」中の3隻以上<br>を含むXmas合同艦隊でカレー洋リランカ島沖、サブ島沖海域に反復出撃！敵を殲滅せよ！,9,4
966,南西海域「基地航空隊」開設！,南西諸島近海、バシー海峡、東部オリョール海、ペナン島沖深部の敵艦隊を撃滅！昭南本土航路で<br>台湾に寄港。「設営隊」x1を用意して、同地にエアカバーする南西海域「基地航空隊」を展開せよ！,9,4
1112,鎮守府「大掃除」祭り！,"「小口径主砲」「中口径主砲」「大口径主砲」各x4装備を廃棄、ドラム缶(輸送用)x1、開発資材x10<br>鋼材1,800を準備せよ！(任務達成後、準備した資源・ドラム缶(輸送用)・開発資材は消費)",11,4
967,海上護衛！ヒ船団を護り抜け！,ヒ船団海上護衛任務：南西海域：昭南本土航路における作戦を完遂し、昭南から本土方面に<br>向かうヒ船団を、その脅威から護り抜け！艦隊、基地航空隊、出撃せよ！,9,4
968,航空母艦「雲鷹」、抜錨せよ！,空母「雲鷹」(※八幡丸も可)を旗艦とした艦隊を編成、昭南本土航路、タウイタウイ泊地深部、<br>沖ノ島沖、中部北海域ピーコック島沖の敵戦力を撃破せよ！　航空母艦「雲鷹」、出撃！,9,4
801,新春！令和四年「精鋭水雷戦隊」出撃始め！,軽巡級旗艦の精鋭水雷戦隊を鎮守府海域南西諸島沖及び製油所地帯沿岸、南西諸島防衛線、さらに<br>鎮守府近海航路、南西諸島海域南西諸島近海に新春展開！令和四年の暁に勝利を刻みなさい！,8,4
802,2022年令和四年！「沖ノ島」防衛作戦、発動！,重巡級1隻以上、水上機母艦または軽航空巡洋艦1隻以上を配した精鋭艦隊で南西諸島海域バシー海峡、<br>東部オリョール海、沖ノ島海域の敵を撃破！沖ノ島沖に遊弋する敵を撃滅せよ！沖ノ島防衛作戦、発動！,8,4
803,謹賀新年！特務編成機動部隊、西へ！,航空母艦1隻以上、補給艦または潜水母艦1隻以上を含む特務機動部隊を編成、昭南本土航路、<br>西方海域ジャム島沖、カレー洋海域に展開！さらに、カレー洋リランカ島沖の敵戦力を撃滅せよ！,8,4
804,新春任務群【拡張作戦】五航戦、迎春抜錨！,「翔鶴」「瑞鶴」を中核とする精鋭第五航空戦隊を、珊瑚諸島沖、北方AL海域、アルフォンシーノ方面、<br>タウイタウイ泊地沖深部、KW環礁沖海域に展開！立ち塞がる敵艦隊を鎧袖一触、殲滅せよ！,8,4
329,【節分任務】節分演習！二〇二二,節分任務：軽巡または練習巡洋艦2隻、駆逐艦または海防艦2隻を含む節分艦隊を編成、<br>同艦隊を以て、節分演習を実施！本日中に演習において【S判定】を3回以上達成せよ！,3,1
840,【節分任務】節分作戦二〇二二,節分任務：軽空母または軽巡級を旗艦とする駆逐艦または海防艦3隻以上を含む艦隊で、節分期間の<br>鎮守府近海、鎮守府海域製油所地帯沿岸、東部オリョール海を哨戒！敵艦隊を発見、これを制圧せよ！,8,2
969,改特型駆逐艦「天霧改二」、出撃す！,「天霧改二/丁」、さらに「青葉」「大井」「狭霧」中の2隻を含む艦隊で、バシー海峡、ペナン島沖深部、<br>南方海域前面、サーモン海域、中部北海域ピーコック島沖へ出撃！全力で敵艦隊を捕捉撃滅せよ！,9,4
841,【節分任務】南西海域節分作戦二〇二二,節分任務：旗艦に水上機母艦・航空巡洋艦・重巡のいずれか、さらに旗艦と同艦種の随伴艦を含む艦隊で<br>昭南本土航路を妨害する敵を制圧、さらにペナン島沖深部、タウイタウイ泊地沖深部の敵主力を撃滅せよ！,8,2
843,【節分拡張任務】節分作戦二〇二二、全力出撃！,節分拡張任務：戦艦2隻以上または航空母艦2隻以上、さらに「大淀」または川内型軽巡を含む艦隊で、<br>節分期間の沖ノ島沖、珊瑚諸島沖、サーモン海域北方、中部北海域ピーコック島沖の敵を撃滅せよ！,8,2
441,【節分任務】令和四年節分遠征任務,節分任務：「西方海域偵察作戦」「潜水艦派遣演習」「潜水艦派遣作戦」及び<br>「長時間対潜警戒」「ボーキサイト船団護衛」各遠征を実施、これを成功させよ！,4,4
906,【桃の節句】鎮守府近海の安全確保作戦2022,【桃の節句作戦】駆逐艦または海防艦計3隻を含む艦隊で、鎮守府海域南西諸島沖、<br>製油所地帯沿岸、鎮守府近海、鎮守府近海航路の安全確保と対潜掃蕩を図れ！,9,4
907,【桃の節句】南西諸島海域、戦闘哨戒2022,【桃の節句作戦】精鋭駆逐艦または海防艦計4隻を含む艦隊で、南西諸島近海、バシー海峡、<br>東部オリョール海に反復出撃！各海域の敵艦隊を捕捉撃滅、制海権の確保を図れ！,9,4
908,【桃の節句】決戦！敵機動部隊を叩け！2022,【桃の節句作戦】航空母艦1隻以上、重巡または航空巡洋艦1隻以上、軽巡1隻以上を含む精強艦隊で、<br>南西諸島海域沖ノ島海域、沖ノ島沖、タウイタウイ泊地沖深部に反復出撃、敵艦隊主力を撃滅せよ！,9,4
1113,「無線誘導弾」装備新型襲撃機の実戦配備,イ号一型乙誘導弾搭載機の開発：陸軍新鋭襲撃機「キ102乙」x1及び「二式複戦 屠龍 丙型」x1、<br>熟練搭乗員x2、さらに新型航空兵装資材x4を準備せよ！(任務達成後、用意した資材等は消滅します),11,4
970,第十六戦隊、改装「浦波改二」出撃します！,「浦波改二」、さらに「青葉」「鬼怒」を含む艦隊で、南西諸島防衛線、東部オリョール海、<br>沖ノ島沖、タウイタウイ泊地沖深部、昭南本土航路へ出撃！敵艦隊を捕捉撃滅せよ！,9,4
971,【限定任務】艦隊九周年、抜錨せよ！,【九周年限定任務】旗艦に軽巡、随伴駆逐艦2隻以上の艦隊で、鎮守府正面海域、南西諸島沖、<br>製油所地帯沿岸、南西諸島防衛線、鎮守府近海に抜錨！鎮守府海域周辺の安全を確保せよ！,9,4
972,【限定任務】艦隊九周年、拡張作戦！,【九周年任務拡張作戦】旗艦に軽空母、随伴駆逐艦2隻以上の艦隊で、東部オリョール海、<br>北方AL海域、昭南本土航路、中部北海域ピーコック島沖へ出撃！敵戦力を撃滅せよ！,9,4
973,日英米合同水上艦隊、抜錨せよ！,米英艦艇3隻以上を含む空母を伴わない艦隊で、北方海域モーレイ海及びアルフォンシーノ方面、<br>西方海域リランカ島、南西海域ペナン島沖深部を哨戒、敵戦力を捕捉、これを撃破せよ！,9,5
1114,【工廠任務】新装備開発計画I,「小口径主砲」「中口径主砲」「副砲」各x3装備を廃棄、「35.6cm連装砲」x3、高速建造材x8、<br>ボーキサイト800を準備せよ！(任務達成後、準備した資源・装備・高速建造材は消費します),11,4
974,「磯波改二」、抜錨せよ！,改装特I型駆逐艦「磯波改二」を含む有力な艦隊で、鎮守府海域南西諸島沖、製油所地帯沿岸、<br>さらに南方海域前面に展開！各作戦海域の敵艦隊を捕捉、これを撃滅せよ！,9,4
356,精鋭「第十九駆逐隊」演習！,精鋭駆逐艦演習任務：精鋭第十九駆逐隊「磯波改二」「浦波改二」「綾波改二」「敷波改二」<br>4隻を含む演習艦隊を編成。同艦隊で本日中に演習で【S判定】勝利3回以上を達成せよ！,3,5
975,精鋭「第十九駆逐隊」、全力出撃！,精鋭第十九駆逐隊「磯波改二」「浦波改二」「綾波改二」「敷波改二」を含む艦隊で、鎮守府近海、<br>南西諸島東部オリョール海、北方キス島沖、南方サブ島沖海域に出撃！敵艦隊を捕捉撃滅せよ！,9,5
357,「大和型戦艦」第一戦隊演習、始め！,大和型戦艦演習任務：大和型戦艦「大和」及び「武蔵」両艦、随伴艦に軽巡1隻、駆逐艦2隻<br>以上を含む演習艦隊を編成。同艦隊で本日中に演習で【S判定】勝利3回以上を達成せよ！,3,5
1115,【工廠任務】新装備開発計画II,"「大口径主砲」「副砲」「水上偵察機」各x3装備を廃棄、「46cm三連装砲」x2、「洋上補給」x4、<br>弾薬2,700を準備せよ！(任務達成後、準備した資源・装備・洋上補給は消費します)",11,4
976,改大和型戦艦「大和改二」、出撃せよ！,旗艦「大和改二/重」、随伴艦軽巡1隻、駆逐艦2隻以上の艦隊で、鎮守府海域南西諸島防衛線、<br>南西諸島海域沖ノ島沖、南方海域前面、西方海域カスガダマ島に出撃！敵艦隊を撃滅せよ！,9,4
977,見敵必殺！最精鋭大和型「第一戦隊」抜錨！,改大和型戦艦二隻「大和改二/重」及び「武蔵改二」、随伴駆逐艦2隻以上の艦隊を展開！<br>カレー洋リランカ島沖、サブ島沖海域、タウイタウイ泊地沖深部、KW環礁沖海域の敵を撃滅せよ！,9,4
978,【拡張作戦】重改装「大和改二重」、出撃！,【拡張作戦】重改装「大和改二重」を旗艦とする有力な艦隊で、ペナン島沖深部、昭南本土航路、<br>サーモン海域北方、中部北海域ピーコック島沖に出撃！各戦域の敵戦力を撃滅粉砕せよ！,9,4
1116,【工廠任務】新装備開発計画III,"「水上偵察機」「水上爆撃機/多用途水上機」「機銃」各x3を廃棄、「九八式水上偵察機(夜偵)」x2、<br>高速建造材x10、鋼材2,800を準備せよ！(任務達成後、準備した資源・夜偵・資材は消費します)",11,4
980,抜錨！精強「第十五駆逐隊」,第十五駆逐隊「早潮改二」「親潮改二」「黒潮改二」のうち二隻以上を含む艦隊で、沖ノ島海域、<br>南方海域サーモン海域、サーモン海域北方、中部北海域ピーコック島沖の敵戦力を撃滅せよ！,9,4
979,【期間限定任務】資源回復海上護衛,鎮守府周辺の海上護衛を行い、兵站を整える！鎮守府海域南西諸島沖、製油所地帯沿岸、<br>鎮守府近海、鎮守府近海航路、南西諸島東部オリョール海に出撃！安全を確保せよ！,9,4
1117,【工廠任務】新夜偵の実戦配備,旗艦「川内改二」または「由良改二」の第一装備スロに改修最大「九八式水上偵察機(夜偵)」を配備。<br>改修最大「零式水上偵察機11型乙」x1、改修資材及び開発資材x各13、熟練搭乗員x3を用意せよ！,11,4
981,米駆逐艦部隊の奮戦,「Fletcher級」及び「John C.Butler級」のうち二隻以上を含む艦隊で、南西諸島東部オリョール海、<br>中部北海域ピーコック島沖、南西海域ペナン島沖深部、昭南本土航路に反復出撃！敵を撃滅せよ！,9,4
358,「Taffy Ⅲ」 This is a drill!,"「Samuel B.Roberts」「Johnston」「Gambier Bay」の三隻を含む任務部隊「Taffy Ⅲ」を編成、<br>本日中に演習で【S判定】勝利を4回以上達成せよ！This is a drill. I repeat, this is a drill.",3,4
982,Samuel B.Roberts Mk.II、抜錨せよ！,改装されたSamuel B.Roberts Mk.IIを旗艦とする艦隊で、鎮守府近海、鎮守府近海航路を守り、<br>南西諸島バシー海峡、北方AL海域に出撃、同海域の敵艦隊を撃滅せよ！　Thanks a lot !,9,4
1118,【工廠任務】Hedgehogの配備,旗艦「Samuel B.Roberts Mk.II」の第一スロに「5inch単装砲 Mk.30」(※改修してなくとも可)を装備。<br>開発資材x15、新型兵装資材x2、新型噴進装備開発資材x2、弾薬960を準備せよ！,11,4
983,不屈敢闘「Taffy Ⅲ」、Weigh anchor!,「Gambier Bay」「Johnston」「Samuel B.Roberts」基幹の“Taffy Ⅲ”を編成、東部オリョール海、<br>沖ノ島沖、カレー洋リランカ島沖、サーモン海域北方に展開、同海域の敵を捕捉、これを撃滅せよ！,9,4
984,【期間限定任務】艦隊南瓜秋祭り、始め！,「朝潮」「浜波」「野分」「夕立」「瑞穂」のいずれかを旗艦とする艦隊で、製油所地帯沿岸、<br>南西諸島防衛線、鎮守府近海に出撃！敵艦隊を捜索、これを殲滅せよ！　Trick or Treat！,9,4
359,Halloween 特別演習！,「朝潮」「夕立」「野分」「浜波」「早波」「瑞穂」「伊47」「Johnston」「Brooklyn」のうち3隻以上<br>を含む、特務演習艦隊を編成。同艦隊で本日中に演習で【S判定】勝利4回以上を達成せよ！,3,4
985,【期間限定任務】艦隊南瓜秋祭り、北方へ！,「最上」｢時雨」「満潮」「山雲」「朝雲」のうち2隻以上を含む艦隊を編成、北方モーレイ海、<br>アルフォンシーノ方面、北方AL海域に展開！北方方面の敵艦隊を捕捉、これを撃滅せよ！,9,4
986,【期間限定任務】艦隊南瓜秋祭り、西方へ！,「Roma」「Libeccio」「Grecale」「早波」「多摩」のいずれかを旗艦とする艦隊で、カレー洋海域、<br>リランカ島、カレー洋リランカ島沖に展開！同地の敵戦力を殲滅せよ！　Happy Halloween！,9,4
1119,【期間限定任務】Halloweenはお掃除も！,「小口径主砲」「中口径主砲」「水上偵察機」各x5を廃棄、「35.6cm連装砲」x4、「13号対空電探」x2<br>家具コイン1031を準備せよ！(任務達成後、準備した装備・家具コインは消費します),11,2
987,【甲種任務】艦隊南瓜秋祭り、拡張作戦！,「扶桑」「山城」2隻、または「伊勢」「日向」2隻または「磯風」「浜風」「雪風」3隻を含む艦隊で、<br>MS諸島沖、グアノ環礁沖海域、中部北海域ピーコック島沖、KW環礁沖海域の敵を撃滅せよ！,9,4
866,秋刀魚漁：不漁ですか～? 困り～ました～ね～！,秋刀魚漁艦隊を近海、北方海域、中部海域などの秋刀魚漁漁場に展開ぃ～秋刀魚漁を～支援してぇ～、<br>新鮮な「秋刀魚」を～6尾入手してくださ～い～っ！不漁ですかぁ～? 困り～ました～ねぇ～！,8,4
867,秋刀魚漁：秋刀魚が不漁……? 不幸だわ……。,探照灯であんなに秋刀魚が集まっていたのに、少し獲りにくくなってきた……これで、15尾も……え？<br>時雨、何？漁場を休ませることも大事？ 不幸だわ……仕方ない、他の漁場へも行ってみましょうか……。,8,4
868,秋刀魚漁：獲れない秋刀魚は……ないッ！,提督、漁場の安全と静かな海の制海権を確保して、秋刀魚漁を支援、「秋刀魚」を39尾確保するんだね？<br>わかった、任せておいて！　最上、瑞雲隊の掩護、ありがとう。　獲れない秋刀魚は……ないッ！,8,4
1110,秋刀魚祭り限定任務：特別な「瑞雲」配備！,"秋刀魚祭り2022限定任務：旗艦「最上」第一スロに最大改修「瑞雲(六三四空/熟練)」を搭載。「瑞雲」<br>「紫電改二」各x2を廃棄。水揚げした「秋刀魚」8尾、開発資材x22、ボーキサイト1,700を準備せよ！",11,4
360,第一線航空母艦「鳳翔改二」、演習開始！,改装を完了した航空母艦「鳳翔改二」または同戦力投射母艦「鳳翔改二戦」を旗艦、そして<br>駆逐艦3隻以上を含む演習艦隊を編成！本日中に【S判定】勝利を5回以上達成せよ！,3,4
915,【期間限定任務】飛べ！世界の下駄履き機！,水上機母艦を旗艦とし、随伴護衛艦に駆逐艦または海防艦を2隻以上含む水上機運用艦隊で、<br>南西諸島防衛線、東部オリョール海、沖ノ島海域へ展開！敵艦隊を捜索捕捉、これを撃滅せよ！,9,4
